feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
AMINOCYL.TRNA.HYDROLASE.RXN...expasy..Aminoacyl.tRNA.hydrolase..3.1.1.29..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-4.39242901696445	0.489897948556636	6	2	0.000856190749063746	0.00656765075577477
GUANPRIBOSYLTRAN.RXN...expasy..Hypoxanthine.phosphoribosyltransferase..2.4.2.8..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-4.39248291902745	0.489897948556636	6	2	0.000856150386400081	0.00656765075577477
HYPOXANPRIBOSYLTRAN.RXN...expasy..Hypoxanthine.phosphoribosyltransferase..2.4.2.8..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-4.39248291902745	0.489897948556636	6	2	0.000856150386400081	0.00656765075577477
RXN.16637...expasy..Aminoacyl.tRNA.hydrolase..3.1.1.29..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-4.39242901696445	0.489897948556636	6	2	0.000856190749063746	0.00656765075577477
METHYLASPARTATE.AMMONIA.LYASE.RXN...expasy..Methylaspartate.ammonia.lyase..4.3.1.2..unclassified	Condition	[T.Infected]	2.99428012228912	0.334469321445343	6	6	0.000861226501736936	0.00660301976492044
IPPISOM.RXN...expasy..Isopentenyl.diphosphate.Delta.isomerase..5.3.3.2..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-4.35947625031558	0.489897948556636	6	2	0.000881314193802887	0.00675370014097173
MALATE.DEH.RXN...expasy..Malate.dehydrogenase..1.1.1.37..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-4.3258619345417	0.489897948556636	6	2	0.000907890535103386	0.00695393139775344
ARGSUCCINLYA.RXN...expasy..Argininosuccinate.lyase..4.3.2.1..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-4.31840411206444	0.489897948556636	6	2	0.000913920953021867	0.00698634802307567
RXN.20784...expasy..Tetraacyldisaccharide.4.kinase..2.7.1.130..g__Akkermansia.s__Akkermansia_muciniphila.6.51474.2.5772.2.23479.7.19551.1.35134.2.89913.RXN.20784...expasy..Tetraacyldisaccharide.4.kinase..2.7.1.130..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-4.31916404348931	0.489897948556636	6	2	0.000913304202969269	0.00698634802307567
RXN.22...expasy..Argininosuccinate.lyase..4.3.2.1..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-4.31840411206444	0.489897948556636	6	2	0.000913920953021867	0.00698634802307567
TETRAACYLDISACC4KIN.RXN...expasy..Tetraacyldisaccharide.4.kinase..2.7.1.130..g__Akkermansia.s__Akkermansia_muciniphila.6.51474.2.5772.2.23479.7.19551.1.35134.2.89913.TETRAACYLDISACC4KIN.RXN...expasy..Tetraacyldisaccharide.4.kinase..2.7.1.130..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-4.31916404348931	0.489897948556636	6	2	0.000913304202969269	0.00698634802307567
GLYCINE..TRNA.LIGASE.RXN...expasy..Glycine..tRNA.ligase..6.1.1.14..g__Adlercreutzia.s__Adlercreutzia_equolifaciens	Condition	[T.Infected]	-4.29488223888576	0.489897948556636	6	2	0.000933268867888643	0.0071307431051413
THIOREDOXIN.REDUCT.NADPH.RXN...expasy..Thioredoxin.disulfide.reductase..1.8.1.9..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-4.29299366647002	0.489897948556636	6	2	0.000934844230359222	0.0071392698692937
URACIL.PRIBOSYLTRANS.RXN...expasy..Uracil.phosphoribosyltransferase..2.4.2.9..g__Dubosiella.s__Dubosiella_newyorkensis	Condition	[T.Infected]	-4.20188157326197	0.489897948556636	6	2	0.00101492116595377	0.00774699893913929
X2.7.7.33.RXN...expasy..Glucose.1.phosphate.cytidylyltransferase..2.7.7.33..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-4.18561230694944	0.489897948556636	6	2	0.00103010196876383	0.00785901556041169
X2.7.7.60.RXN...expasy..2.C.methyl.D.erythritol.4.phosphate.cytidylyltransferase..2.7.7.60..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-4.16654530636103	0.489897948556636	6	2	0.0010482530794915	0.00799357267339423
HOMOSERINE.O.ACETYLTRANSFERASE.RXN...expasy..Homoserine.O.acetyltransferase..2.3.1.31..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-4.15273541464346	0.489897948556636	6	2	0.00106164745070849	0.00809174253627297
ACETOLACTREDUCTOISOM.RXN...expasy..Ketol.acid.reductoisomerase..NADP......1.1.1.86..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-4.14455249703257	0.489897948556636	6	2	0.00106968422869102	0.00814101988153143
ACETOOHBUTREDUCTOISOM.RXN...expasy..Ketol.acid.reductoisomerase..NADP......1.1.1.86..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-4.14455249703257	0.489897948556636	6	2	0.00106968422869102	0.00814101988153143
SAICARSYN.RXN...expasy..Phosphoribosylaminoimidazolesuccinocarboxamide.synthase..6.3.2.6..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	Condition	[T.Infected]	-4.14460424428211	0.489897948556636	6	2	0.00106963316929835	0.00814101988153143
GLYCINE..TRNA.LIGASE.RXN...expasy..Glycine..tRNA.ligase..6.1.1.14..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-4.14221533013795	0.489897948556636	6	2	0.00107199347904347	0.00815460139883237
ACETOLACTREDUCTOISOM.RXN...expasy..Ketol.acid.reductoisomerase..NADP......1.1.1.86..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-4.11155036717909	0.489897948556636	6	2	0.00110287187550836	0.0083812869522129
ACETOOHBUTREDUCTOISOM.RXN...expasy..Ketol.acid.reductoisomerase..NADP......1.1.1.86..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-4.11155036717909	0.489897948556636	6	2	0.00110287187550836	0.0083812869522129
BETA.LACTAMASE.RXN...expasy..Beta.lactamase..3.5.2.6..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-4.10226765781166	0.489897948556636	6	2	0.00111243574074992	0.00844158390966528
FORMYLTHFDEFORMYL.RXN...expasy..Formyltetrahydrofolate.deformylase..3.5.1.10..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-4.1030667745604	0.489897948556636	6	2	0.00111160839035366	0.00844158390966528
RXN.20894...expasy..Beta.lactamase..3.5.2.6..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-4.10226765781166	0.489897948556636	6	2	0.00111243574074992	0.00844158390966528
X2.7.7.13.RXN...expasy..Mannose.1.phosphate.guanylyltransferase..2.7.7.13..unclassified	Condition	[T.Infected]	3.05149667593872	0.364719869755313	6	6	0.00111601149562826	0.00846458499441617
S.ADENMETSYN.RXN...expasy..Methionine.adenosyltransferase..2.5.1.6..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-4.05147225039204	0.489897948556636	6	2	0.00116662733757147	0.00884417339180401
TRYPSYN.RXN...expasy..Tryptophan.synthase..4.2.1.20..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-4.00769210433695	0.489897948556636	6	2	0.00121597904087091	0.00921381290793506
ABC.27.RXN...expasy..ABC.type.phosphate.transporter..7.3.2.1..g__Dubosiella.s__Dubosiella_newyorkensis	Condition	[T.Infected]	-3.99469805858595	0.489897948556636	6	2	0.00123112185439404	0.00932400815747457
ADENPHOSPHOR.RXN...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.98402115048131	0.489897948556636	6	2	0.00124373936969159	0.00938298715746455
DEOXYADENPHOSPHOR.RXN...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.98402115048131	0.489897948556636	6	2	0.00124373936969159	0.00938298715746455
DEOXYGUANPHOSPHOR.RXN...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.98402115048131	0.489897948556636	6	2	0.00124373936969159	0.00938298715746455
DEOXYINOPHOSPHOR.RXN...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.98402115048131	0.489897948556636	6	2	0.00124373936969159	0.00938298715746455
INOPHOSPHOR.RXN...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.98402115048131	0.489897948556636	6	2	0.00124373936969159	0.00938298715746455
PNP.RXN...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.98402115048131	0.489897948556636	6	2	0.00124373936969159	0.00938298715746455
RXN.7001...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.98402115048131	0.489897948556636	6	2	0.00124373936969159	0.00938298715746455
XANTHOSINEPHOSPHORY.RXN...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.98402115048131	0.489897948556636	6	2	0.00124373936969159	0.00938298715746455
MANNURONATE.REDUCTASE.RXN...expasy..Mannuronate.reductase..1.1.1.131..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.98265783119815	0.489897948556636	6	2	0.00124536198302838	0.00939066985843962
XANPRIBOSYLTRAN.RXN...expasy..Xanthine.phosphoribosyltransferase..2.4.2.22..g__Dubosiella.s__Dubosiella_newyorkensis	Condition	[T.Infected]	-3.98093961588793	0.489897948556636	6	2	0.00124741072483481	0.00940155677723459
X2.7.13.3.RXN...expasy..Histidine.kinase..2.7.13.3..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.96587322141276	0.489897948556636	6	2	0.0012655552342544	0.00951611349330701
ATPSYN.RXN...expasy..H....transporting.two.sector.ATPase..7.1.2.2..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.96608851778796	0.489897948556636	6	2	0.00126529366037056	0.00951611349330701
GLYCOGEN.BRANCH.RXN...expasy..1.4.alpha.glucan.branching.enzyme..2.4.1.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.96376416813473	0.489897948556636	6	2	0.00126812116624663	0.00951611349330701
HISTCYCLOHYD.RXN...expasy..Phosphoribosyl.AMP.cyclohydrolase..3.5.4.19..g__Dubosiella.s__Dubosiella_newyorkensis	Condition	[T.Infected]	-3.96705769589058	0.489897948556636	6	2	0.00126411698763257	0.00951611349330701
RXN.14371...expasy..1.4.alpha.glucan.branching.enzyme..2.4.1.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.96376416813473	0.489897948556636	6	2	0.00126812116624663	0.00951611349330701
RXN.14372...expasy..1.4.alpha.glucan.branching.enzyme..2.4.1.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.96376416813473	0.489897948556636	6	2	0.00126812116624663	0.00951611349330701
RXN.18777...expasy..1.4.alpha.glucan.branching.enzyme..2.4.1.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.96376416813473	0.489897948556636	6	2	0.00126812116624663	0.00951611349330701
RXN.7669...expasy..1.4.alpha.glucan.branching.enzyme..2.4.1.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.96376416813473	0.489897948556636	6	2	0.00126812116624663	0.00951611349330701
RXN.7710...expasy..1.4.alpha.glucan.branching.enzyme..2.4.1.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.96376416813473	0.489897948556636	6	2	0.00126812116624663	0.00951611349330701
ARGININE..TRNA.LIGASE.RXN...expasy..Arginine..tRNA.ligase..6.1.1.19..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-3.94822993034299	0.489897948556636	6	2	0.00128722025546735	0.00960835168346507
DURIDKI.RXN...expasy..AMBIGUOUS..2.7.1.145..2.7.1.21..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.95188616038469	0.489897948556636	6	2	0.00128269312658961	0.00960835168346507
RXN.6622...expasy..Cytosol.nonspecific.dipeptidase..3.4.13.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.94475477973425	0.489897948556636	6	2	0.00129154151385101	0.00960835168346507
RXN0.6974...expasy..Cytosol.nonspecific.dipeptidase..3.4.13.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.94475477973425	0.489897948556636	6	2	0.00129154151385101	0.00960835168346507
RXN0.6975...expasy..Cytosol.nonspecific.dipeptidase..3.4.13.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.94475477973425	0.489897948556636	6	2	0.00129154151385101	0.00960835168346507
RXN0.6976...expasy..Cytosol.nonspecific.dipeptidase..3.4.13.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.94475477973425	0.489897948556636	6	2	0.00129154151385101	0.00960835168346507
RXN0.6977...expasy..Cytosol.nonspecific.dipeptidase..3.4.13.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.94475477973425	0.489897948556636	6	2	0.00129154151385101	0.00960835168346507
RXN0.6978...expasy..Cytosol.nonspecific.dipeptidase..3.4.13.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.94475477973425	0.489897948556636	6	2	0.00129154151385101	0.00960835168346507
RXN0.6979...expasy..Cytosol.nonspecific.dipeptidase..3.4.13.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.94475477973425	0.489897948556636	6	2	0.00129154151385101	0.00960835168346507
RXN0.6980...expasy..Cytosol.nonspecific.dipeptidase..3.4.13.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.94475477973425	0.489897948556636	6	2	0.00129154151385101	0.00960835168346507
RXN0.6981...expasy..Cytosol.nonspecific.dipeptidase..3.4.13.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.94475477973425	0.489897948556636	6	2	0.00129154151385101	0.00960835168346507
RXN0.6982...expasy..Cytosol.nonspecific.dipeptidase..3.4.13.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.94475477973425	0.489897948556636	6	2	0.00129154151385101	0.00960835168346507
RXN0.6983...expasy..Cytosol.nonspecific.dipeptidase..3.4.13.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.94475477973425	0.489897948556636	6	2	0.00129154151385101	0.00960835168346507
RXN0.6984...expasy..Cytosol.nonspecific.dipeptidase..3.4.13.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.94475477973425	0.489897948556636	6	2	0.00129154151385101	0.00960835168346507
RXN0.6985...expasy..Cytosol.nonspecific.dipeptidase..3.4.13.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.94475477973425	0.489897948556636	6	2	0.00129154151385101	0.00960835168346507
RXN0.6987...expasy..Cytosol.nonspecific.dipeptidase..3.4.13.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.94475477973425	0.489897948556636	6	2	0.00129154151385101	0.00960835168346507
RXN0.6988...expasy..Cytosol.nonspecific.dipeptidase..3.4.13.18..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.94475477973425	0.489897948556636	6	2	0.00129154151385101	0.00960835168346507
THYKI.RXN...expasy..AMBIGUOUS..2.7.1.145..2.7.1.21..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.95188616038469	0.489897948556636	6	2	0.00128269312658961	0.00960835168346507
ATPPHOSPHORIBOSYLTRANS.RXN...expasy..ATP.phosphoribosyltransferase..2.4.2.17..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-3.93454757218823	0.489897948556636	6	2	0.00130433811874958	0.00969890847056804
GLCNACPTRANS.RXN...expasy..N.acetylglucosaminephosphotransferase..2.7.8.33..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.92035768203253	0.489897948556636	6	2	0.00132238950409204	0.00982843389913648
CYTIDEAM.RXN...expasy..Cytidine.deaminase..3.5.4.5..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.91708881660124	0.489897948556636	6	2	0.00132659164661698	0.00985024404208053
CYTIDEAM2.RXN...expasy..Cytidine.deaminase..3.5.4.5..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.91708881660124	0.489897948556636	6	2	0.00132659164661698	0.00985024404208053
RXN0.743...expasy..5..carboxyamino.imidazole.ribonucleotide.mutase..5.4.99.18..g__Dubosiella.s__Dubosiella_newyorkensis	Condition	[T.Infected]	-3.90275676990862	0.489897948556636	6	2	0.00134521175549583	0.00998373251774631
GUANYL.KIN.RXN...expasy..Guanylate.kinase..2.7.4.8..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.89950303387445	0.489897948556636	6	2	0.00134948393638619	0.0100075951047395
RXN0.302...expasy..2.C.methyl.D.erythritol.2.4.cyclodiphosphate.synthase..4.6.1.12..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.89932748900644	0.489897948556636	6	2	0.00134971490505978	0.0100075951047395
RXN.19757...expasy..Non.reducing.end.alpha.L.arabinofuranosidase..3.2.1.55..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.8932230108544	0.489897948556636	6	2	0.00135777722403944	0.0100529851542625
RXN.19758...expasy..Non.reducing.end.alpha.L.arabinofuranosidase..3.2.1.55..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.8932230108544	0.489897948556636	6	2	0.00135777722403944	0.0100529851542625
RXN.19769...expasy..Non.reducing.end.alpha.L.arabinofuranosidase..3.2.1.55..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.8932230108544	0.489897948556636	6	2	0.00135777722403944	0.0100529851542625
X6.1.1.23.RXN...expasy..Aspartate..tRNA.Asn..ligase..6.1.1.23..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.88157465119691	0.489897948556636	6	2	0.00137332745183356	0.0101584397567565
RXN490.3616...metacyc..Aspartate..tRNA.ligase..6.1.1.23..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.88157465119691	0.489897948556636	6	2	0.00137332745183356	0.0101584397567565
NADH.PEROXIDASE.RXN...expasy..NADH.peroxidase..1.11.1.1..g__Acetatifactor.s__Acetatifactor_muris	Condition	[T.Infected]	4.21230279204782	0.53250084608652	6	6	0.0013818004135277	0.0102162512971618
ACETOLACTREDUCTOISOM.RXN...expasy..Ketol.acid.reductoisomerase..NADP......1.1.1.86..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.8738802998247	0.489897948556636	6	2	0.00138372011452065	0.0102207197242231
ACETOOHBUTREDUCTOISOM.RXN...expasy..Ketol.acid.reductoisomerase..NADP......1.1.1.86..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.8738802998247	0.489897948556636	6	2	0.00138372011452065	0.0102207197242231
GLYOHMETRANS.RXN...expasy..Glycine.hydroxymethyltransferase..2.1.2.1..g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	Condition	[T.Infected]	6.69310078415398	0.846609527042325	6	6	0.00138488700390979	0.0102244793005995
X2.7.3.9.RXN...expasy..Phosphoenolpyruvate..protein.phosphotransferase..2.7.3.9..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-3.87094195237973	0.489897948556636	6	2	0.00138771455981547	0.0102374212262434
X3.CH3.2.OXOBUTANOATE.OH.CH3.XFER.RXN...expasy..3.methyl.2.oxobutanoate.hydroxymethyltransferase..2.1.2.11..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.87028016522143	0.489897948556636	6	2	0.00138861617302112	0.0102374212262434
RXN.15635...expasy..3.methyl.2.oxobutanoate.hydroxymethyltransferase..2.1.2.11..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.87028016522143	0.489897948556636	6	2	0.00138861617302112	0.0102374212262434
RXN0.6575...expasy..7.carboxy.7.deazaguanine.synthase..4.3.99.3..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.86710053280713	0.489897948556636	6	2	0.00139295819512388	0.0102645629731722
X3.DEHYDROQUINATE.SYNTHASE.RXN...expasy..3.dehydroquinate.synthase..4.2.3.4..g__Enterorhabdus.s__Enterorhabdus_caecimuris	Condition	[T.Infected]	-3.86339866820331	0.489897948556636	6	2	0.00139803454247623	0.0102970875946081
RXN0.6427...expasy..Guanosine.3..5..bis.diphosphate..3..diphosphatase..3.1.7.2..unclassified	Condition	[T.Infected]	-3.85069670240196	0.489897948556636	6	2	0.00141562754918777	0.0104217279687007
CARBPSYN.RXN...expasy..Carbamoyl.phosphate.synthase..glutamine.hydrolyzing...6.3.5.5..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.84998812184079	0.489897948556636	6	2	0.0014166170179948	0.0104240743734172
ACSERLY.RXN...expasy..Cysteine.synthase..2.5.1.47..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-3.84483235812501	0.489897948556636	6	2	0.00142384239174492	0.0104673295222837
RXN0.302...expasy..2.C.methyl.D.erythritol.2.4.cyclodiphosphate.synthase..4.6.1.12..g__Parasutterella.s__Parasutterella_excrementihominis	Condition	[T.Infected]	-3.84504183884374	0.489897948556636	6	2	0.00142354793486023	0.0104673295222837
ALDOSE.1.EPIMERASE.RXN...expasy..Aldose.1.epimerase..5.1.3.3..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.84269521517078	0.489897948556636	6	2	0.00142685077868382	0.0104795311680176
ALDOSE1EPIM.RXN...expasy..Aldose.1.epimerase..5.1.3.3..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.84269521517078	0.489897948556636	6	2	0.00142685077868382	0.0104795311680176
SHIKIMATE.5.DEHYDROGENASE.RXN...expasy..Shikimate.dehydrogenase..1.1.1.25..g__Dubosiella.s__Dubosiella_newyorkensis	Condition	[T.Infected]	-3.8402914339384	0.489897948556636	6	2	0.00143024390334427	0.0104994900811872
DIHYDROOROTATE.DEHYDROGENASE.RXN...expasy..Dihydroorotate.dehydrogenase..quinone...1.3.5.2..unclassified	Condition	[T.Infected]	-3.83639407258529	0.489897948556636	6	2	0.00143576656697566	0.0105251170836645
RXN0.6491...metacyc..dihydroorotate.dehydrogenase..1.3.5.2..unclassified	Condition	[T.Infected]	-3.83639407258529	0.489897948556636	6	2	0.00143576656697566	0.0105251170836645
RXN0.6554...expasy..Dihydroorotate.dehydrogenase..quinone...1.3.5.2..unclassified	Condition	[T.Infected]	-3.83639407258529	0.489897948556636	6	2	0.00143576656697566	0.0105251170836645
URPHOS.RXN...expasy..AMBIGUOUS..2.4.2.2..2.4.2.3..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-3.82096022914908	0.489897948556636	6	2	0.00145789743843785	0.0106823121597183
GLYCOPHOSPHORYL.RXN...expasy..Glycogen.phosphorylase..2.4.1.1..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-3.80850991449379	0.489897948556636	6	2	0.00147605825368022	0.0107848713307213
GLYMALTOPHOSPHORYL.RXN...expasy..Glycogen.phosphorylase..2.4.1.1..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-3.80850991449379	0.489897948556636	6	2	0.00147605825368022	0.0107848713307213
RXN.14353...expasy..Glycogen.phosphorylase..2.4.1.1..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-3.80850991449379	0.489897948556636	6	2	0.00147605825368022	0.0107848713307213
RXN.1826...expasy..Glycogen.phosphorylase..2.4.1.1..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-3.80850991449379	0.489897948556636	6	2	0.00147605825368022	0.0107848713307213
RXN.21092...expasy..Glycogen.phosphorylase..2.4.1.1..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-3.80850991449379	0.489897948556636	6	2	0.00147605825368022	0.0107848713307213
RXN.9025...expasy..Glycogen.phosphorylase..2.4.1.1..g__Acutalibacter.s__Acutalibacter_muris	Condition	[T.Infected]	-3.80850991449379	0.489897948556636	6	2	0.00147605825368022	0.0107848713307213
CHORISMATE.SYNTHASE.RXN...expasy..Chorismate.synthase..4.2.3.5..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.80425992520913	0.489897948556636	6	2	0.00148232153193511	0.0108204598063897
PANTOTHENATE.KIN.RXN...expasy..Pantothenate.kinase..2.7.1.33..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.80450856668498	0.489897948556636	6	2	0.00148195420097989	0.0108204598063897
RXN0.6515...expasy..16S.rRNA..guanine.966..N.2...methyltransferase..2.1.1.171..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.79974643998416	0.489897948556636	6	2	0.00148900915088932	0.0108641742788596
DTDPDEHYRHAMREDUCT.RXN...expasy..dTDP.4.dehydrorhamnose.reductase..1.1.1.133..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-3.79363822219859	0.489897948556636	6	2	0.00149811919838664	0.0109255140601252
UDP.NACMURALA.GLU.LIG.RXN...expasy..UDP.N.acetylmuramoyl.L.alanine..D.glutamate.ligase..6.3.2.9..g__Bacteroides.s__Bacteroides_thetaiotaomicron	Condition	[T.Infected]	-3.78686555784501	0.489897948556636	6	2	0.00150830093986589	0.0109946083050918
ADENPHOSPHOR.RXN...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-3.77670469653017	0.489897948556636	6	2	0.00152373734725683	0.0110604400344318
DEOXYADENPHOSPHOR.RXN...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-3.77670469653017	0.489897948556636	6	2	0.00152373734725683	0.0110604400344318
DEOXYGUANPHOSPHOR.RXN...expasy..Purine.nucleoside.phosphorylase..2.4.2.1..g__Faecalibaculum.s__Faecalibaculum_rodentium	Condition	[T.Infected]	-3.77670469653017	0.489897948556636	6	2	0.00152373734725683	0.0110604400344318
